episode,total_reward,epsilon
160,-37.40000000000008,0.35874256276878175
161,-44.80000000000022,0.35694884995493786
162,-27.199999999999996,0.35516410570516316
163,-25.800000000000026,0.35338828517663734
164,-19.399999999999984,0.35162134375075416
165,-42.20000000000019,0.3498632370320004
166,-31.60000000000013,0.3481139208468404
167,-40.70000000000016,0.3463733512426062
168,-22.799999999999983,0.3446414844863932
169,-29.400000000000077,0.3429182770639612
170,-17.800000000000022,0.3412036856786414
171,-32.60000000000007,0.3394976672502482
172,-41.600000000000136,0.337800178913997
173,-33.900000000000034,0.336111178019427
174,-45.00000000000016,0.3344306221293299
175,-46.90000000000022,0.3327584690186832
176,-0.700000000000319,0.3310946766735898
177,-42.60000000000016,0.32943920329022186
178,-48.000000000000234,0.3277920072737707
179,-46.50000000000025,0.32615304723740185
180,-32.80000000000008,0.32452228200121486
181,-39.20000000000011,0.3228996705912088
182,-54.60000000000031,0.3212851722382527
183,-16.099999999999994,0.31967874637706145
184,-42.80000000000015,0.31808035264517615
185,-34.90000000000005,0.31648995088195025
186,-21.69999999999998,0.3149075011275405
187,-42.000000000000114,0.3133329636219028
188,-36.500000000000064,0.3117662988037933
189,-40.20000000000009,0.31020746730977433
190,-37.80000000000013,0.30865642997322545
191,-41.00000000000014,0.3071131478233593
192,-39.20000000000012,0.3055775820842425
193,-37.30000000000013,0.3040496941738213
194,-36.40000000000009,0.3025294457029522
195,-47.50000000000019,0.30101679847443746
196,-42.80000000000012,0.29951171448206526
197,-27.400000000000002,0.2980141559096549
198,-49.600000000000215,0.29652408513010664
199,-37.4000000000001,0.2950414647044561
200,8.4,0.2935662573809338
201,-9.099999999999984,0.2920984260940291
202,-19.400000000000027,0.2906379339635589
203,-9.100000000000005,0.28918474429374114
204,-22.500000000000007,0.2877388205722724
205,-19.200000000000156,0.28630012646941105
206,-4.299999999999965,0.284868625837064
207,-23.299999999999997,0.2834442827078787
208,2.4000000000000217,0.2820270612943393
209,-30.100000000000065,0.2806169259878676
210,-20.399999999999974,0.27921384135792826
211,-44.000000000000156,0.2778177721511386
212,-35.30000000000017,0.27642868329038295
213,-18.499999999999968,0.275046539873931
214,-16.999999999999986,0.27367130717456134
215,-39.1000000000001,0.27230295063868853
216,0.699999999999843,0.2709414358854951
217,-20.00000000000001,0.2695867287060676
218,-1.3999999999999697,0.2682387950625372
219,-1.800000000000023,0.26689760108722455
220,-18.19999999999997,0.2655631130817884
221,-12.200000000000097,0.2642352975163795
222,-21.80000000000003,0.2629141210287976
223,-36.600000000000165,0.26159955042365357
224,-25.900000000000002,0.2602915526715353
225,-39.20000000000012,0.25899009490817765
226,-38.70000000000012,0.2576951444336368
227,-41.60000000000015,0.2564066687114686
228,-2.3000000000000083,0.25512463536791125
229,-43.00000000000016,0.2538490121910717
230,-29.900000000000055,0.2525797671301163
231,-14.900000000000034,0.25131686829446576
232,-37.6000000000001,0.2500602839529934
233,7.300000000000036,0.24880998253322842
234,-40.000000000000135,0.24756593262056228
235,-44.40000000000023,0.24632810295745947
236,-25.00000000000004,0.24509646244267216
237,-36.80000000000008,0.2438709801304588
238,-36.200000000000074,0.2426516252298065
239,-40.70000000000019,0.24143836710365746
240,-36.7000000000001,0.24023117526813917
241,-27.900000000000105,0.23903001939179847
242,-36.30000000000008,0.23783486929483946
243,-38.00000000000012,0.23664569494836526
244,-11.099999999999971,0.23546246647362343
245,-25.40000000000007,0.2342851541412553
246,-32.30000000000006,0.23311372837054903
247,-26.29999999999999,0.23194815972869628
248,-27.100000000000023,0.2307884189300528
249,-13.999999999999963,0.22963447683540253
250,-14.80000000000003,0.2284863044512255
251,-24.299999999999997,0.22734387292896938
252,-35.200000000000124,0.22620715356432453
253,-19.099999999999955,0.2250761177965029
254,-30.100000000000144,0.2239507372075204
255,-15.099999999999975,0.22283098352148278
256,-39.300000000000146,0.22171682860387537
257,-21.89999999999997,0.220608244460856
258,-37.300000000000075,0.21950520323855172
259,-39.000000000000135,0.21840767722235896
260,-38.20000000000011,0.21731563883624716
261,-37.800000000000104,0.21622906064206593
262,-33.60000000000002,0.2151479153388556
263,-33.300000000000125,0.21407217576216134
264,-36.20000000000006,0.21300181488335054
265,-29.50000000000004,0.2119368058089338
266,-22.099999999999994,0.21087712177988913
267,-38.10000000000008,0.20982273617098968
268,-36.40000000000006,0.20877362249013473
269,-24.20000000000001,0.20772975437768407
270,-26.00000000000005,0.20669110560579565
271,-39.1000000000001,0.20565765007776668
272,8.000000000000032,0.20462936182737784
273,3.4000000000000323,0.20360621501824094
274,-13.900000000000013,0.20258818394314973
275,-36.40000000000009,0.201575243023434
276,-21.300000000000033,0.20056736680831683
277,-39.900000000000176,0.19956452997427523
278,-39.30000000000012,0.19856670732440385
279,-10.699999999999987,0.19757387378778182
280,-37.40000000000014,0.1965860044188429
281,-13.40000000000005,0.1956030743967487
282,-33.700000000000045,0.19462505902476496
283,-29.300000000000054,0.19365193372964112
284,-34.50000000000007,0.1926836740609929
285,-36.40000000000008,0.19172025569068793
286,-3.29999999999998,0.1907616544122345
287,-41.40000000000019,0.18980784614017332
288,-36.60000000000008,0.18885880690947246
289,-6.499999999999974,0.1879145128749251
290,-36.400000000000105,0.18697494031055048
291,-21.799999999999997,0.18604006560899772
292,-38.100000000000094,0.18510986528095272
293,-18.49999999999994,0.18418431595454796
294,-31.600000000000037,0.1832633943747752
295,-32.50000000000002,0.18234707740290132
296,-34.10000000000005,0.18143534201588682
297,-39.50000000000016,0.1805281653058074
298,-19.40000000000005,0.17962552447927835
299,-18.400000000000052,0.17872739685688196
300,-31.100000000000037,0.17783375987259756
301,-30.90000000000016,0.17694459107323457
302,-32.80000000000001,0.1760598681178684
303,7.000000000000018,0.17517956877727905
304,-4.499999999999949,0.17430367093339266
305,-8.400000000000043,0.1734321525787257
306,-31.900000000000023,0.17256499181583207
307,-31.40000000000005,0.1717021668567529
308,-32.90000000000009,0.17084365602246915
309,-35.900000000000055,0.1699894377423568
310,-33.80000000000004,0.16913949055364502
311,-22.299999999999997,0.1682937931008768
312,-32.90000000000006,0.16745232413537242
313,-38.30000000000011,0.16661506251469557
314,-36.30000000000006,0.1657819872021221
315,-31.300000000000026,0.16495307726611147
316,-6.500000000000048,0.1641283118797809
317,-14.399999999999983,0.16330767032038201
318,-36.10000000000006,0.1624911319687801
319,-38.600000000000136,0.1616786763089362
320,7.299999999999994,0.16087028292739153
321,-34.700000000000074,0.16006593151275458
322,-37.00000000000011,0.1592656018551908
323,-34.20000000000006,0.15846927384591486
324,-23.0,0.1576769274766853
325,-31.90000000000009,0.15688854283930187
326,-27.099999999999994,0.15610410012510537
327,-13.499999999999988,0.15532357962447985
328,-33.00000000000007,0.15454696172635746
329,-32.000000000000036,0.15377422691772566
330,-33.60000000000003,0.15300535578313704
331,-4.599999999999992,0.15224032900422135
332,-34.400000000000034,0.15147912735920024
333,-13.100000000000001,0.15072173172240425
334,-23.60000000000001,0.14996812306379223
335,-33.600000000000065,0.14921828244847327
336,-31.700000000000077,0.1484721910362309
337,-37.10000000000011,0.14772983008104976
338,-20.000000000000114,0.1469911809306445
339,-29.500000000000032,0.14625622502599128
340,-6.199999999999967,0.14552494390086132
341,-34.600000000000044,0.14479731918135702
342,-31.500000000000057,0.14407333258545024
343,-30.100000000000023,0.143352965922523
344,-15.399999999999984,0.1426362010929104
345,-17.99999999999998,0.14192302008744584
346,-30.600000000000087,0.1412134049870086
347,-22.60000000000001,0.14050733796207357
348,-33.2000000000001,0.1398048012722632
349,-32.70000000000003,0.13910577726590187
350,-33.60000000000006,0.13841024837957236
351,-14.799999999999997,0.1377181971376745
352,20.49999999999988,0.13702960615198612
353,-24.300000000000004,0.1363444581212262
354,-31.300000000000026,0.13566273583062008
355,-19.799999999999976,0.13498442215146697
356,-31.500000000000036,0.13430950004070963
357,-34.300000000000026,0.1336379525405061
358,-31.30000000000004,0.13296976277780356
359,-6.199999999999978,0.13230491396391456
360,-21.299999999999983,0.13164338939409498
361,3.4000000000000163,0.13098517244712451
362,-19.600000000000037,0.1303302465848889
363,-29.40000000000002,0.12967859535196447
364,-27.50000000000002,0.12903020237520466
365,-28.300000000000026,0.12838505136332864
366,-19.899999999999977,0.127743126106512
367,-33.00000000000006,0.12710441047597945
368,-15.399999999999977,0.12646888842359955
369,-34.000000000000085,0.12583654398148156
370,-0.6999999999999957,0.12520736126157414
371,-28.500000000000018,0.12458132445526626
372,-15.29999999999998,0.12395841783298993
373,-31.400000000000027,0.12333862574382498
374,-12.200000000000037,0.12272193261510586
375,-34.20000000000005,0.12210832295203033
376,-14.899999999999993,0.12149778133727018
377,-29.300000000000015,0.12089029243058383
378,-30.500000000000075,0.12028584096843091
379,0.6999999999999815,0.11968441176358875
380,-32.00000000000006,0.11908598970477081
381,-33.30000000000002,0.11849055975624696
382,-3.899999999999995,0.11789810695746573
383,-33.00000000000004,0.11730861642267841
384,-16.599999999999973,0.11672207334056502
385,-19.200000000000074,0.1161384629738622
386,-17.39999999999997,0.11555777065899289
387,-4.399999999999994,0.11497998180569793
388,-9.799999999999986,0.11440508189666944
389,-19.599999999999994,0.11383305648718609
390,-8.699999999999992,0.11326389120475015
391,-33.00000000000004,0.1126975717487264
392,23.599999999999927,0.11213408388998276
393,-25.100000000000016,0.11157341347053285
394,-11.39999999999997,0.11101554640318018
395,-24.50000000000011,0.11046046867116427
396,-29.000000000000057,0.10990816632780845
397,-6.799999999999978,0.10935862549616941
398,-8.099999999999977,0.10881183236868856
399,-8.699999999999994,0.10826777320684512
400,-3.899999999999971,0.10772643434081089
401,7.300000000000029,0.10718780216910684
402,-22.700000000000088,0.1066518631582613
403,-30.00000000000003,0.10611860384247
404,-31.00000000000007,0.10558801082325765
405,-30.00000000000005,0.10506007076914137
406,-31.100000000000023,0.10453477041529566
407,-28.30000000000003,0.10401209656321918
408,-9.499999999999988,0.10349203608040308
409,-15.400000000000004,0.10297457590000107
410,3.700000000000017,0.10245970302050107
411,-18.599999999999973,0.10194740450539856
412,-13.799999999999992,0.10143766748287157
413,40.799999999999876,0.10093047914545722
414,-29.200000000000024,0.10042582674972993
415,-29.30000000000003,0.09992369761598127
416,14.700000000000017,0.09942407912790137
417,26.699999999999868,0.09892695873226186
418,28.099999999999852,0.09843232393860055
419,0.9999999999999591,0.09794016231890754
420,-35.5000000000001,0.097450461507313
421,17.699999999999974,0.09696320919977644
422,-13.199999999999987,0.09647839315377756
423,18.999999999999837,0.09599600118800866
424,-15.799999999999986,0.09551602118206862
425,-2.2999999999999776,0.09503844107615828
426,5.399999999999967,0.09456324887077748
427,18.999999999999986,0.0940904326264236
428,51.09999999999992,0.09361998046329148
429,-1.7999999999999878,0.09315188056097502
430,50.899999999999984,0.09268612115817015
431,-14.999999999999961,0.0922226905523793
432,54.099999999999916,0.09176157709961741
433,-1.499999999999988,0.09130276921411933
434,18.59999999999996,0.09084625536804873
435,39.599999999999916,0.09039202409120849
436,63.799999999999926,0.08994006397075244
437,5.500000000000009,0.08949036365089867
438,-6.499999999999986,0.08904291183264418
439,-5.899999999999987,0.08859769727348096
440,4.800000000000001,0.08815470878711355
441,-18.099999999999994,0.08771393524317798
442,68.5,0.0872753655669621
443,-26.100000000000016,0.08683898873912728
444,17.499999999999993,0.08640479379543164
445,69.00000000000001,0.08597276982645449
446,-17.299999999999983,0.08554290597732223
447,51.99999999999985,0.08511519144743561
448,85.40000000000002,0.08468961549019843
449,51.99999999999997,0.08426616741274744
450,33.8999999999999,0.0838448365756837
451,11.60000000000002,0.08342561239280528
452,-14.699999999999989,0.08300848433084126
453,21.599999999999966,0.08259344190918706
454,27.99999999999997,0.08218047469964113
455,11.499999999999961,0.08176957232614292
456,10.80000000000002,0.0813607244645122
457,50.399999999999935,0.08095392084218964
458,-12.799999999999985,0.08054915123797869
459,41.199999999999974,0.0801464054817888
460,-9.899999999999991,0.07974567345437984
461,-31.30000000000001,0.07934694508710795
462,-5.99999999999998,0.07895021036167241
463,33.19999999999992,0.07855545930986405
464,5.300000000000015,0.07816268201331472
465,15.199999999999891,0.07777186860324815
466,-29.10000000000001,0.07738300926023191
467,-27.400000000000027,0.07699609421393075
468,16.099999999999916,0.0766111137428611
469,27.29999999999992,0.0762280581741468
470,3.100000000000005,0.07584691788327606
471,-31.50000000000003,0.07546768329385968
472,-30.800000000000036,0.07509034487739039
473,-30.600000000000026,0.07471489315300343
474,-0.2999999999999492,0.07434131868723842
475,1.3000000000000203,0.07396961209380223
476,-9.599999999999962,0.07359976403333322
477,-30.000000000000046,0.07323176521316656
478,4.400000000000018,0.07286560638710073
479,-6.799999999999982,0.07250127835516522
480,10.200000000000003,0.07213877196338939
481,-33.200000000000124,0.07177807810357244
482,-34.10000000000005,0.07141918771305457
483,-26.80000000000001,0.0710620917744893
484,-35.50000000000009,0.07070678131561685
485,-29.90000000000002,0.07035324740903877
486,-5.100000000000004,0.07000148117199358
487,-6.600000000000084,0.0696514737661336
488,-36.100000000000094,0.06930321639730294
489,-36.300000000000075,0.06895670031531642
490,-34.70000000000006,0.06861191681373983
491,-12.499999999999993,0.06826885722967113
492,-18.599999999999994,0.06792751294352277
493,3.300000000000008,0.06758787537880516
494,8.00000000000001,0.06724993600191113
495,9.399999999999878,0.06691368632190157
496,0.9000000000000004,0.06657911789029207
497,-27.599999999999994,0.06624622230084061
498,-14.000000000000005,0.0659149911893364
499,-8.999999999999991,0.06558541623338972
500,-15.39999999999998,0.06525748915222276
501,-22.500000000000007,0.06493120170646165
502,-15.900000000000004,0.06460654569792934
503,-9.799999999999997,0.0642835129694397
504,-27.10000000000001,0.0639620954045925
505,52.099999999999916,0.06364228492756953
506,-25.400000000000023,0.06332407350293168
507,-22.500000000000064,0.06300745313541702
508,-11.399999999999965,0.06269241586973993
509,-13.300000000000008,0.06237895379039123
510,-27.800000000000015,0.062067059021439275
511,26.80000000000002,0.06175672372633208
512,3.019806626980426e-14,0.06144794010770042
513,18.999999999999886,0.061140700407161915
514,23.699999999999932,0.0608349969051261
515,-25.300000000000008,0.06053082192060047
516,29.999999999999922,0.06022816781099747
517,-26.000000000000007,0.05992702697194248
518,-28.200000000000042,0.059627391837082766
519,21.699999999999957,0.05932925487789735
520,27.599999999999916,0.05903260860350786
521,-20.69999999999997,0.05873744556049032
522,-27.80000000000001,0.05844375833268787
523,-27.800000000000015,0.05815153954102443
524,-31.4,0.0578607818433193
525,-28.600000000000044,0.05757147793410271
526,-10.39999999999998,0.057283620544432194
527,2.6000000000000183,0.05699720244171003
528,-25.90000000000001,0.056712216429501486
529,-28.70000000000005,0.05642865534735398
530,-31.00000000000006,0.05614651207061721
531,-30.300000000000015,0.05586577951026412
532,-9.399999999999988,0.0555864506127128
533,-28.40000000000004,0.055308518359649235
534,1.5999999999999392,0.05503197576785099
535,-15.899999999999991,0.05475681588901173
536,-11.999999999999993,0.05448303180956667
537,-21.499999999999996,0.054210616650518836
538,-27.80000000000002,0.053939563567266244
539,-28.300000000000026,0.05366986574942991
540,-28.000000000000036,0.05340151642068276
541,-32.00000000000005,0.05313450883857935
542,-28.700000000000017,0.052868836294386455
543,-27.300000000000015,0.05260449211291452
544,-28.500000000000014,0.052341469652349946
545,-31.100000000000037,0.052079762304088194
546,-17.999999999999986,0.05181936349256775
547,-31.20000000000002,0.05156026667510491
548,-29.200000000000024,0.051302465341729386
549,-11.499999999999996,0.05104595301502074
550,-14.500000000000012,0.050790723249945637
551,-24.50000000000002,0.05053676963369591
552,-28.90000000000002,0.050284085785527434
553,-27.80000000000003,0.050032665356599795
554,-16.799999999999972,0.049782502029816794
555,-28.800000000000026,0.04953358951966771
556,-16.69999999999998,0.04928592157206937
557,-16.39999999999999,0.04903949196420902
558,-27.90000000000004,0.04879429450438798
559,-30.100000000000087,0.04855032303186604
560,-16.199999999999974,0.048307571416706704
561,-5.5000000000000915,0.04806603355962317
562,-1.9999999999999938,0.047825703391825056
563,-32.500000000000036,0.04758657487486593
564,-27.90000000000002,0.047348642000491596
565,-29.200000000000045,0.04711189879048914
566,-30.900000000000045,0.046876339296536694
567,26.999999999999936,0.04664195760005401
568,-13.499999999999984,0.046408747812053744
569,-28.600000000000023,0.04617670407299348
570,-6.799999999999965,0.04594582055262851
571,-19.499999999999986,0.04571609144986537
572,-27.800000000000047,0.04548751099261604
573,-26.800000000000008,0.04526007343765296
574,-13.799999999999985,0.045033773070464696
575,-17.899999999999963,0.04480860420511237
576,-8.899999999999972,0.04458456118408681
577,17.500000000000036,0.044361638378166375
578,-5.900000000000013,0.04413983018627554
579,-4.899999999999978,0.043919131035344165
580,-25.300000000000047,0.043699535380167444
581,-26.900000000000016,0.043481037703266605
582,-28.600000000000023,0.04326363251475027
583,-22.699999999999996,0.04304731435217652
584,-28.70000000000003,0.04283207778041564
585,0.6000000000000334,0.04261791739151356
586,-30.00000000000004,0.042404827804556
587,-27.50000000000001,0.04219280366553322
588,-26.90000000000001,0.04198183964720555
589,-25.8,0.04177193044896953
590,-27.20000000000001,0.04156307079672468
591,-15.300000000000011,0.04135525544274106
592,-27.400000000000013,0.04114847916552736
593,-24.800000000000004,0.04094273676969972
594,-16.799999999999997,0.04073802308585122
595,-27.599999999999998,0.040534332970421964
596,-8.29999999999999,0.04033166130556985
597,-31.60000000000002,0.040130002999042
598,-28.100000000000026,0.03992935298404679
599,-1.700000000000017,0.039729706219126554
600,-28.50000000000003,0.03953105768803092
601,-26.000000000000007,0.03933340239959077
602,-27.200000000000028,0.03913673538759281
603,1.8999999999999524,0.038941051710654845
604,-25.100000000000012,0.03874634645210157
605,-29.6,0.03855261471984107
606,-29.000000000000036,0.03835985164624186
607,-27.200000000000014,0.03816805238801065
608,-29.90000000000005,0.0379772121260706
609,-26.100000000000005,0.037787326065440247
610,-22.400000000000002,0.037598389435113046
611,-27.90000000000002,0.03741039748793748
612,-25.5,0.037223345500497794
613,-12.699999999999994,0.037037228772995305
614,-26.800000000000022,0.036852042629130326
615,-12.299999999999992,0.03666778241598467
616,-33.20000000000002,0.03648444350390475
617,4.299999999999919,0.036302021286385225
618,-11.599999999999984,0.036120511179953296
619,-17.89999999999998,0.03593990862405353
620,-27.30000000000002,0.03576020908093326
621,-35.40000000000009,0.035581408035528596
622,-29.699999999999996,0.03540350099535095
623,-30.900000000000034,0.035226483490374196
624,-0.9999999999999893,0.03505035107292232
625,-10.799999999999994,0.03487509931755771
626,1.6000000000000032,0.03470072382096992
627,-15.89999999999999,0.03452722020186507
628,1.600000000000012,0.03435458410085575
629,-17.40000000000003,0.03418281118035147
630,19.899999999999963,0.034011897124449714
631,-5.699999999999985,0.03384183763882746
632,14.399999999999928,0.033672628450633325
633,14.999999999999943,0.03350426530838016
634,-12.100000000000001,0.03333674398183826
635,-7.699999999999999,0.03317006026192907
636,4.300000000000013,0.033004209960619424
637,-30.20000000000006,0.03283918891081632
638,-13.199999999999992,0.032674992966262244
639,-27.6,0.03251161800143093
640,-28.100000000000044,0.032349059911423776
641,-18.699999999999996,0.032187314611866656
642,-29.300000000000047,0.03202637803880732
643,-28.400000000000013,0.03186624614861328
644,-24.70000000000001,0.03170691491787021
645,-22.700000000000014,0.03154838034328086
646,-23.000000000000007,0.03139063844156446
647,-32.400000000000105,0.031233685249356633
648,-21.299999999999986,0.03107751682310985
649,-32.20000000000005,0.0309221292389943
650,-32.40000000000006,0.030767518592799328
651,-14.999999999999991,0.03061368099983533
652,-24.300000000000036,0.030460612594836154
653,19.399999999999896,0.030308309531861973
654,-18.700000000000028,0.030156767984202665
655,-26.600000000000026,0.030005984144281652
656,-18.599999999999998,0.029855954223560244
657,-11.29999999999999,0.029706674452442444
658,-26.8,0.02955814108018023
659,-0.3000000000000398,0.029410350374779327
660,-33.60000000000005,0.029263298622905432
661,-11.699999999999994,0.029116982129790903
662,-28.00000000000002,0.028971397219141947
663,-2.2999999999999847,0.028826540233046236
664,-24.700000000000006,0.028682407531881005
665,-22.70000000000002,0.0285389954942216
666,-31.30000000000004,0.02839630051675049
667,-29.200000000000053,0.028254319014166737
668,-28.10000000000004,0.028113047419095902
669,-26.900000000000013,0.02797248218200042
670,-31.50000000000003,0.02783261977109042
671,30.499999999999908,0.027693456672234967
672,78.09999999999997,0.027554989388873793
673,-0.5000000000000036,0.027417214441929422
674,37.39999999999992,0.027280128369719776
675,-22.20000000000001,0.027143727727871176
676,-1.8999999999999848,0.02700800908923182
677,106.50000000000004,0.02687296904378566
678,50.5,0.02673860419856673
679,90.90000000000003,0.0266049111775739
680,44.49999999999993,0.02647188662168603
681,-27.20000000000003,0.0263395271885776
682,20.099999999999973,0.02620782955263471
683,69.10000000000034,0.026076790404871538
684,37.39999999999994,0.02594640645284718
685,40.79999999999994,0.025816674420582945
686,42.59999999999997,0.025687591048480028
687,111.30000000000001,0.025559153093237627
688,26.999999999999993,0.02543135732777144
689,100.1,0.025304200541132582
690,45.199999999999996,0.02517767953842692
691,102.00000000000014,0.025051791140734785
692,13.299999999999969,0.02492653218503111
693,23.99999999999999,0.024801899524105955
694,-21.600000000000016,0.024677890026485426
695,-11.299999999999997,0.024554500576353
696,37.999999999999936,0.024431728073471236
697,-5.399999999999991,0.02430956943310388
698,5.699999999999944,0.02418802158593836
699,3.2999999999999154,0.024067081478008668
700,9.200000000000006,0.023946746070618623
701,-26.0,0.02382701234026553
702,-26.4,0.0237078772785642
703,21.89999999999994,0.02358933789217138
704,28.999999999999986,0.023471391202710523
705,64.40000000000015,0.02335403424669697
706,28.79999999999996,0.023237264075463487
707,8.700000000000001,0.023121077755086167
